insert_time,xpath,datatype,group_lv1,group_lv2,sub_xpath,value
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[4]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[4]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[4]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[4]/a[2],https://www.books.com.tw/web/sys_midm/3C/2971?loc=menu_sec_188_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[4]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[4]/a[2],螢幕
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[4]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[4]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[4]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[4]/a[3],https://www.books.com.tw/web/sys_midm/3C/2970?loc=menu_sec_188_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[4]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[4]/a[3],投影機
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[4]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[4]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[5]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[5]/a,https://www.books.com.tw/web/3C_topm_43?loc=menu_sec_189_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[5]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[5]/a,手機週邊
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[5]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[5]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[5]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[5]/a[2],https://www.books.com.tw/web/3C_topm_35?loc=menu_sec_189_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[5]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[5]/a[2],行動電源
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/h4[5]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/h4[5]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p/a,https://www.books.com.tw/web/sys_botm/3C/370923?loc=P_0001_2_005&loc=menu_th_556_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p/a,iPhone13
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p/a[2],https://www.books.com.tw/web/sys_midm/3C/3703?loc=menu_th_556_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p/a[2],iPad
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[10]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[10]/a,https://www.books.com.tw/web/sys_botm/3C/1803?loc=menu_th_565_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[10]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[10]/a,XP-PEN
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[10]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[10]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[11]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[11]/a,https://www.books.com.tw/web/sys_botm/3C/1809?loc=menu_th_566_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[11]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[11]/a,Green Board
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[11]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[11]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a,https://www.books.com.tw/web/sys_botm/3C/1802?loc=menu_th_567_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a,蒙恬
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a[2],https://www.books.com.tw/web/sys_botm/3C/1705?loc=menu_th_567_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a[2],鍵鼠組
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a[3],https://www.books.com.tw/web/sys_botm/3C/1702?loc=menu_th_567_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a[3],無線滑鼠
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[12]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[12]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[13]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[13]/a,https://www.books.com.tw/web/sys_midm/3C/2942?loc=menu_th_622_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[13]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[13]/a,NS主機
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[13]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[13]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[13]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[13]/a[2],https://activity.books.com.tw/crosscat/show/A00000019216?loc=menu_th_622_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[13]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[13]/a[2],PS5主機
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[13]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[13]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a,https://www.books.com.tw/web/sys_midm/3C/2904?loc=menu_th_623_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a,NS遊戲
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a[2],https://www.books.com.tw/web/sys_midm/3C/2958?loc=menu_th_623_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a[2],PS5遊戲
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a[3],https://www.books.com.tw/web/sys_midm/3C/2933?loc=menu_th_623_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a[3],PS4
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[14]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[14]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a,https://www.books.com.tw/web/sys_midm/3C/2960?loc=menu_th_624_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a,點數卡
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a[2],https://www.books.com.tw/web/sys_midm/3C/2963?loc=menu_th_624_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a[2],電競滑鼠
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a[3],https://www.books.com.tw/web/sys_midm/3C/2964?loc=menu_th_624_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a[3],電競鍵盤
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[15]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[15]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[16]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[16]/a,https://www.books.com.tw/web/sys_botm/3C/2965?loc=menu_th_625_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[16]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[16]/a,電競耳機
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[16]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[16]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[16]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[16]/a[2],https://www.books.com.tw/web/sys_botm/3C/2961?loc=menu_th_625_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[16]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[16]/a[2],電競椅
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[16]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[16]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[17]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[17]/a,https://www.books.com.tw/web/sys_midm/3C/4302?loc=menu_th_630_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[17]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[17]/a,充電器
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[17]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[17]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[17]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[17]/a[2],https://www.books.com.tw/web/sys_midm/3C/4303?loc=menu_th_630_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[17]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[17]/a[2],傳輸充電線
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[17]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[17]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[18]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[18]/a,https://www.books.com.tw/web/sys_midm/3C/4308?loc=menu_th_631_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[18]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[18]/a,手機支架
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[18]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[18]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[18]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[18]/a[2],https://www.books.com.tw/web/sys_midm/3C/4301?loc=menu_th_631_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[18]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[18]/a[2],拍照周邊
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[18]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[18]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[19]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[19]/a,https://www.books.com.tw/web/3C_topm_40?loc=menu_th_632_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[19]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[19]/a,智慧穿戴
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[19]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[19]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[19]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[19]/a[2],https://www.books.com.tw/web/sys_midm/3C/4025?loc=menu_th_632_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[19]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[19]/a[2],Samsung
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[19]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[19]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[20]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[20]/a,https://www.books.com.tw/web/sys_midm/3C/4023?loc=menu_th_633_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[20]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[20]/a,Garmin
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[20]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[20]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[20]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[20]/a[2],https://www.books.com.tw/web/sys_midm/3C/4024?loc=menu_th_633_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[20]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[20]/a[2],小米
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[20]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[20]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[2]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[2]/a,https://www.books.com.tw/web/sys_midm/3C/3713?loc=menu_th_557_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[2]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[2]/a,AirPods
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[2]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[2]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[2]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[2]/a[2],https://www.books.com.tw/web/sys_botm/3C/3720?loc=menu_th_557_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[2]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[2]/a[2],Watch
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[2]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[2]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[3]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[3]/a,https://www.books.com.tw/web/sys_botm/3C/2607?loc=menu_th_558_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[3]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[3]/a,SONY
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[3]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[3]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[4]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[4]/a,https://www.books.com.tw/web/sys_botm/3C/2608?loc=menu_th_559_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[4]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[4]/a,SAMSUNG
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[4]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[4]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[5]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[5]/a,https://www.books.com.tw/web/sys_midm/3C/3889?loc=P_0001_1_006&loc=menu_th_560_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[5]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[5]/a,iPhone 13 配件
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[5]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[5]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[6]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[6]/a,https://www.books.com.tw/web/sys_botm/3C/381017?loc=P_0009_2_006&loc=menu_th_561_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[6]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[6]/a,iPad air配件
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[6]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[6]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[7]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[7]/a,https://www.books.com.tw/web/sys_midm/3C/3868?loc=menu_th_562_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[7]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[7]/a,Mac/Macbook配件
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[7]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[7]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[16]/div/div/p[8]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[16]/div/div/p[8]/a,https://www.books.com.tw/web/sys_botm/3C/3881?loc=menu_th_563_001
