insert_time,xpath,datatype,group_lv1,group_lv2,sub_xpath,value
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[4]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[4]/a[2],牛軋/花生糖/核棗糕
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[4]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[4]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[5]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[5]/a,https://www.books.com.tw/web/sys_botm/food/161910?loc=menu_th_407_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[5]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[5]/a,花草/水果茶
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[5]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[5]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[5]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[5]/a[2],https://www.books.com.tw/web/sys_botm/food/161911?loc=menu_th_407_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[5]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[5]/a[2],機能茶
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[5]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[5]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a,https://www.books.com.tw/web/sys_botm/food/162202?loc=menu_th_408_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a,果汁
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a[2],https://www.books.com.tw/web/sys_botm/food/162203?loc=menu_th_408_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a[2],健康醋
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a[3],https://www.books.com.tw/web/sys_botm/food/162205?loc=menu_th_408_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a[3],麥汁
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[6]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[6]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[7]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[7]/a,https://www.books.com.tw/web/sys_botm/food/162107?loc=menu_th_409_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[7]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[7]/a,黑糖/薑茶/柚子茶
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[7]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[7]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[7]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[7]/a[2],https://www.books.com.tw/web/sys_botm/food/162109?loc=menu_th_409_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[7]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[7]/a[2],果釀濃縮
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[7]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[7]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[8],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[8],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[8],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[8],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a,https://www.books.com.tw/web/sys_botm/food/112502?loc=menu_th_411_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a,紫米黑米
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a[2],https://www.books.com.tw/web/sys_botm/food/112501?loc=menu_th_411_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a[2],白米香米
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a[3],https://www.books.com.tw/web/sys_botm/food/110404?loc=menu_th_411_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a[3],義大利麵
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[3]/p[9]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[3]/p[9]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[4]/div/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[4]/div/a,https://activity.books.com.tw/crosscat/show/A00000051916/?loc=menu_ad_010
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[4]/div/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[4]/div/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[4]/div/a/img,alt,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[4]/div/a/img,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[4]/div/a/img,src,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[4]/div/a/img,https://im2.book.com.tw/image/getImage?i=https://addons.books.com.tw/G/ADbanner/lifestyle/K/2022/07/ghost2_189.jpg&v=62c53697k&w=&h=
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/div/div[4]/div/a/img,title,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[11]/div/div[4]/div/a/img,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a,https://www.books.com.tw/web/food?loc=menu_9_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a,美食
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a,美食
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a[2],https://www.books.com.tw/web/food_topm_16?loc=menu_9_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a[2],飲品
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a[2],飲品
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a[3],https://www.books.com.tw/web/food_topm_10?loc=menu_9_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a[3],食材
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[11]/h3/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul/li[11],/h3/a[3],食材
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4/a,https://www.books.com.tw/web/health_topm_01?loc=menu_sec_128_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4/a,維他命
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4/a[2],https://www.books.com.tw/web/health_topm_02?loc=menu_sec_128_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4/a[2],營養補給
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[2]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[2]/a,https://www.books.com.tw/web/health_topm_04?loc=menu_sec_129_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[2]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[2]/a,美顏補給
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[2]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[2]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[3]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[3]/a,https://www.books.com.tw/web/health_topm_03?loc=menu_sec_130_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[3]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[3]/a,健康飲品/雞精
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[3]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[3]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[4]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[4]/a,https://www.books.com.tw/web/health_topm_17?loc=menu_sec_131_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[4]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[4]/a,18禁情趣商品
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/h4[4]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/h4[4]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p/a,https://www.books.com.tw/web/sys_botm/health/0101?loc=menu_th_415_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p/a,綜合維他命
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p/a[2],https://www.books.com.tw/web/sys_botm/health/0102?loc=menu_th_415_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p/a[2],維他命B群
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a,https://www.books.com.tw/web/sys_botm/health/0306?loc=menu_th_424_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a,四物飲
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a[2],https://www.books.com.tw/web/sys_botm/health/0307?loc=menu_th_424_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a[2],醱酵液
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a[3],https://www.books.com.tw/web/sys_botm/health/0305?loc=menu_th_424_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a[3],保健飲品
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[10]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[10]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[11],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[11],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[11],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[11],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[12],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[12],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[12],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[12],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a,https://www.books.com.tw/web/sys_midm/health/1705?loc=menu_th_438_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a,飛機杯
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a[2],https://www.books.com.tw/web/sys_midm/health/1701?loc=menu_th_438_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a[2],按摩棒
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a[3],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a[3],https://www.books.com.tw/web/sys_midm/health/1704?loc=menu_th_438_003
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a[3],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a[3],跳蛋
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[13]/a[3],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[13]/a[3],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[14]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[14]/a,https://www.books.com.tw/web/sys_midm/health/1703?loc=menu_th_439_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[14]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[14]/a,性感睡衣
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[14]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[14]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[14]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[14]/a[2],https://www.books.com.tw/web/sys_botm/health/1707?loc=menu_th_439_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[14]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[14]/a[2],情趣小物
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[14]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[14]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[15]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[15]/a,https://www.books.com.tw/web/sys_midm/health/1709?loc=menu_th_440_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[15]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[15]/a,同性專區
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[15]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[15]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[15]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[15]/a[2],https://www.books.com.tw/web/sys_midm/health/1708?loc=menu_th_440_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[15]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[15]/a[2],另類調情
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[15]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[15]/a[2],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[16],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[16],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[16],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[16],
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[2]/a,href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[2]/a,https://www.books.com.tw/web/sys_botm/health/0104?loc=menu_th_416_001
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[2]/a,innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[2]/a,維他命E
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[2]/a,text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[2]/a,
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[2]/a[2],href,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[2]/a[2],https://www.books.com.tw/web/sys_botm/health/0103?loc=menu_th_416_002
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[2]/a[2],innerHTML,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[2]/a[2],維他命C
202207142000,div[3]/div/div[6]/div/div/div[2]/ul/li[12]/div/div/p[2]/a[2],text,div[3]/div/div[6]/div/div/div[2],div[3]/div/div[6]/div/div/div[2]/ul,/li[12]/div/div/p[2]/a[2],
